nid,aid
1761,25360
1762,25360
1763,25360
1764,25360
1765,25360
1766,3147
1767,3147
1768,3147
1769,3147
1770,3147
1771,3147
1772,3147
1773,3147
1774,3147
1774,7206
1775,3147
1776,3147
1777,3147
1778,3147
1779,3147
1780,3147
1781,3147
1782,3147
1783,3147
1784,3147
1785,3147
1786,3147
1787,3147
1788,3147
1789,3147
1790,3147
1791,3147
1792,3147
1793,3147
1794,3147
1795,3147
1796,3147
1797,3147
1798,3147
1799,3147
1800,3147
1801,3147
1802,3147
1803,3147
1804,3147
1805,3147
1806,3147
1807,3147
1808,3147
1809,3147
1810,3147
1811,3147
1812,3147
1813,3147
1814,3147
1815,3147
1816,3147
1817,3147
1818,3147
1819,3147
1820,3147
1821,3147
1822,3147
1823,3147
1824,3147
1825,3147
1826,3147
1827,3147
1828,3147
1829,3147
1830,3147
1831,3147
1832,3147
1833,3147
1834,3147
1835,3147
1836,3147
1837,3147
1838,3147
1839,3147
1840,3147
1841,3147
1842,3147
1843,3147
1843,12718
1844,3147
1845,3147
1846,3147
1847,3147
1848,3147
1849,3147
1850,3147
1346,3147
1851,3147
1852,3147
1853,3147
1854,3147
1854,25122
1855,3147
1856,3147
1857,3147
1858,3147
1858,7497
1859,3147
1860,3147
1861,3147
1862,19263
1863,19263
1864,19263
1865,19263
1866,19263
1867,19263
1868,19263
1869,19263
1870,19263
1871,19263
1872,19263
1873,19263
1874,19263
1875,23338
1876,23338
1877,23338
1878,23338
1879,23338
1880,23338
1881,23338
1882,23338
1883,23338
1884,23338
1885,23338
1886,23338
1887,23338
1888,23338
1889,23338
1890,23338
1891,23338
1892,23338
1893,23338
1894,23338
1894,19263
1895,23338
1896,23338
1897,23338
1898,23338
1899,23338
1900,23338
1901,23338
1902,23338
1903,23338
1904,23338
1905,23338
1905,12343
1906,23338
1907,23338
1908,23338
1909,23338
1910,23338
1911,23338
1912,23338
1913,23338
1914,23338
1915,27599
1915,773
1916,27599
1917,27599
1918,27599
1919,27599
1920,27599
1921,27599
1922,27599
1923,27599
1924,27599
1925,27599
1926,17075
1927,17075
1928,17075
1929,17075
1930,17075
349,17075
1931,17075
1932,17075
1933,17075
1934,17560
1935,17560
1936,17560
1937,17560
1938,17560
1939,17560
1940,17560
1941,17560
1942,17560
1943,17560
1944,17560
1945,17560
1946,17560
1947,17560
1948,17560
1949,17560
1950,17560
1951,17560
1952,4574
1953,4574
1954,5940
1955,5940
1955,8838
1956,5940
1956,473
1957,5940
1958,5940
1959,5940
1960,5940
1961,5940
1962,5940
1963,5940
1964,5940
1965,5940
1966,5940
1966,26157
1967,5940
1967,473
1968,5940
1968,473
1969,5940
1969,8838
1970,5940
1971,15936
1972,15936
1973,15936
1974,15936
1975,15936
1976,15936
1977,15936
1977,12793
1978,15936
1979,15936
1980,15936
1981,15936
1982,15936
1983,15936
1984,15936
1985,2668
1985,18949
1986,2668
1986,13343
1987,2668
1987,13343
1988,2668
1988,23193
1989,2668
1989,7268
1990,12760
1990,16020
1991,12760
1992,12760
1993,12760
1994,12760
1995,13660
1996,25274
1997,25274
1998,25274
1999,25274
2000,25274
2001,25274
2002,25274
2003,25274
2004,25274
2005,25274
2005,20869
2006,25274
2007,25274
2008,25274
2009,25274
2010,20869
2010,27182
2011,20869
1699,20869
1699,27182
2012,20869
236,20869
2013,20869
2014,20869
2015,20869
2016,20869
2017,20869
2018,20869
2019,20869
2020,20869
2021,20869
2022,20869
2023,20869
2024,26355
2025,26355
2026,26355
2027,26355
2028,26355
2029,26355
2030,26355
2031,26355
2032,26355
2033,26355
2034,26355
2035,26355
2036,26355
2037,26355
2038,26355
2039,26355
2040,26355
2041,26355
2042,26355
2043,26355
2044,26355
2045,26355
2046,26355
2047,26355
2048,26355
2049,26355
2049,12343
2050,26355
2051,26355
2052,26355
2053,26355
2053,12718
2053,26911
2054,26355
2055,26355
2056,26355
2057,26355
2058,26355
2059,26355
2060,26355
2061,26355
2062,26355
2063,26355
2064,26355
2065,2940
2066,2940
2067,2940
2068,2940
2069,2940
2070,2940
2071,2940
2072,2940
2073,2940
2074,2940
2075,2162
2076,2162
2077,2162
2078,2162
2079,2162
2080,25047
2081,25047
2082,25047
2083,25047
2084,2721
2085,2721
2086,2721
2087,2721
2088,2721
2089,2721
2090,2721
2091,2721
2092,2721
2093,2721
2094,2932
